,cust_number,buisness_year,doc_id,converted_usd,business_code_enc,name_customer_enc,cust_payment_terms_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_createdate,month_of_createdate,year_of_createdate,day_of_due,month_of_due,year_of_due,clear_date,Aging Bucket
1748,200786288,2020.0,1930796811.0,65539.44,66,909,24,17,4,2020,17,4,2020,2,5,2020,1970-01-07 23:29:09.375000002,0-15
1749,200769623,2020.0,1930683016.0,6043.2,66,3001,32,21,3,2020,21,3,2020,5,4,2020,1970-01-08 06:19:43.625000005,0-15
1750,200744019,2020.0,1930621865.0,54308.98,66,2791,18,10,3,2020,10,3,2020,25,3,2020,1970-01-01 14:14:45.800781275,0-15
1751,200780383,2020.0,1930595798.0,18680.24,66,1865,31,3,3,2020,3,3,2020,7,5,2020,1970-01-01 18:30:46.984375007,0-15
1752,200762301,2020.0,1930745422.0,8733.12,66,445,24,4,4,2020,4,4,2020,19,4,2020,1969-12-31 07:49:46.933593769,
1753,200418007,2020.0,1930646653.0,86400.0,66,90,18,14,3,2020,14,3,2020,29,3,2020,1970-01-06 19:48:19.625000029,0-15
1754,200769623,2020.0,1930874642.0,64283.6,66,3005,32,8,5,2020,8,5,2020,23,5,2020,1970-01-07 01:56:05.937500023,0-15
1755,200769623,2020.0,1930630024.0,75947.52,66,3003,32,9,3,2020,9,3,2020,24,3,2020,1970-01-06 19:31:29.968750024,0-15
1756,200704858,2020.0,1930689572.0,18673.61,66,2969,18,24,3,2020,24,3,2020,8,4,2020,1970-01-16 04:06:09.375000008,16-30
1757,200799367,2020.0,1930601401.0,1242.67,66,1829,31,4,3,2020,4,3,2020,8,5,2020,1970-01-01 01:32:01.452636727,0-15
1758,200793568,2020.0,1930691578.0,22419.13,66,2660,18,24,3,2020,24,3,2020,8,4,2020,1970-01-02 05:05:47.031250008,0-15
1759,200769623,2020.0,1930624508.0,545.77,66,2996,32,10,3,2020,10,3,2020,25,3,2020,1970-01-03 17:29:59.234375025,0-15
1760,200744019,2020.0,1930597731.0,52453.84,66,2792,18,5,3,2020,5,3,2020,20,3,2020,1970-01-05 07:26:37.500000020,0-15
1761,200747369,2020.0,1930673501.0,115736.76,66,2443,18,20,3,2020,20,3,2020,4,4,2020,1970-01-06 05:34:02.250000004,0-15
1762,200744019,2020.0,1930852427.0,18015.92,66,2789,18,6,5,2020,6,5,2020,21,5,2020,1970-01-05 06:46:13.656250021,0-15
1763,200769623,2020.0,1930584639.0,15551.04,66,3004,32,29,2,2020,29,2,2020,15,3,2020,1970-01-08 01:00:49.875000015,0-15
1764,200290370,2020.0,1930832766.0,2451.06,66,232,18,1,5,2020,1,5,2020,16,5,2020,1970-01-01 03:12:59.348632828,0-15
1765,140104429,2020.0,2960617229.0,51032.183999999994,66,642,5,1,3,2020,4,3,2020,14,3,2020,1970-01-09 06:28:34.500000014,0-15
1766,200707822,2020.0,1930809334.0,30882.47,66,2230,18,21,4,2020,21,4,2020,6,5,2020,1970-01-03 01:56:55.546875006,0-15
1767,200769623,2020.0,1930829304.0,38392.38,66,2995,32,26,4,2020,26,4,2020,11,5,2020,1970-01-07 22:49:43.437500011,0-15
1768,200799367,2020.0,1930804618.0,23008.95,66,1829,18,23,4,2020,23,4,2020,8,5,2020,1970-01-03 02:11:23.203125008,0-15
1769,200580232,2020.0,1930581454.0,41819.75,66,1363,9,28,2,2020,28,2,2020,9,3,2020,1969-12-27 07:47:24.656250009,
1770,200331749,2020.0,1930839712.0,18089.46,66,2713,18,5,5,2020,5,5,2020,20,5,2020,1970-01-05 02:40:56.031250020,0-15
1771,200772670,2020.0,1930615230.0,4527.15,66,191,46,6,3,2020,6,3,2020,21,3,2020,1970-01-04 01:49:17.437500021,0-15
1772,200769623,2020.0,1930710385.0,661.11,66,3003,32,29,3,2020,29,3,2020,13,4,2020,1970-01-03 08:46:31.734375013,0-15
1773,140104440,2020.0,2960626566.0,909.111,66,2558,5,8,4,2020,8,4,2020,18,4,2020,1970-01-05 11:59:28.031250018,0-15
1774,100031704,2020.0,1930668528.0,83494.71,66,746,18,19,3,2020,19,3,2020,3,4,2020,1970-01-01 13:30:44.113281253,0-15
1775,200769623,2020.0,1930778945.0,16120.08,66,2999,32,13,4,2020,13,4,2020,28,4,2020,1970-01-08 07:30:08.750000028,0-15
1776,200519201,2020.0,1930808236.0,42672.32,66,1578,18,21,4,2020,21,4,2020,6,5,2020,1970-01-02 19:02:48.984375006,0-15
1777,200700919,2020.0,1930782921.0,38092.46,66,2904,18,13,4,2020,13,4,2020,28,4,2020,1970-01-12 01:22:48.500000028,0-15
1778,200707822,2020.0,1930793908.0,141429.45,66,2225,18,17,4,2020,17,4,2020,2,5,2020,1970-01-01 17:04:49.316406252,0-15
1779,200772595,2020.0,1930585264.0,46131.46,66,2406,18,3,3,2020,3,3,2020,18,3,2020,1969-12-30 17:08:18.960937518,
1780,200769623,2020.0,1930760017.0,61303.77,66,2998,32,8,4,2020,8,4,2020,23,4,2020,1970-01-06 23:53:37.968750023,0-15
1781,200769623,2020.0,1930774969.0,10824.76,66,2998,32,11,4,2020,11,4,2020,26,4,2020,1970-01-06 22:48:52.218750026,0-15
1782,200769623,2020.0,1930729945.0,6532.6,66,2997,32,2,4,2020,2,4,2020,17,4,2020,1970-01-07 11:35:07.812500017,0-15
1783,200769623,2020.0,1930576923.0,3270.04,66,3003,32,27,2,2020,27,2,2020,13,3,2020,1970-01-05 11:55:34.031250013,0-15
1784,200794332,2020.0,1930585834.0,14204.38,66,632,20,4,3,2020,4,3,2020,19,3,2020,1969-12-31 18:29:25.730468769,
1785,200875680,2020.0,1930897103.0,77253.74,66,1924,18,13,5,2020,13,5,2020,28,5,2020,1969-12-18 10:54:49.500000028,
1786,140104423,2020.0,2960632641.0,68971.385,66,1897,5,6,5,2020,8,5,2020,18,5,2020,1969-12-26 07:37:42.375000018,
1787,200705742,2020.0,1930768592.0,847.36,66,838,26,9,4,2020,9,4,2020,29,4,2020,1969-12-28 16:00:02.562500029,
1788,200704858,2020.0,1930803023.0,19111.37,66,2976,18,22,4,2020,22,4,2020,7,5,2020,1970-01-15 08:15:37.125000007,0-15
1789,200706844,2020.0,1930839902.0,7523.04,66,3061,18,5,5,2020,5,5,2020,20,5,2020,1970-01-12 10:26:00.375000020,0-15
1790,200769623,2020.0,1930580065.0,47540.04,66,3001,32,2,3,2020,2,3,2020,17,3,2020,1970-01-04 11:19:04.125000017,0-15
1791,200769623,2020.0,1930892042.0,661.11,66,3000,32,12,5,2020,12,5,2020,27,5,2020,1970-01-03 10:03:14.234375027,0-15
1792,200741831,2020.0,1930754266.0,15294.39,66,2657,18,6,4,2020,6,4,2020,21,4,2020,1970-01-03 04:05:43.640625021,0-15
1793,200726979,2020.0,1930840013.0,500.16,66,326,18,30,4,2020,30,4,2020,15,5,2020,1970-01-02 22:01:10.515625015,0-15
1794,200729290,2020.0,1930683553.0,105376.43,66,1582,18,21,3,2020,21,3,2020,5,4,2020,1969-12-31 07:46:34.960937505,
1795,200936373,2020.0,1930720244.0,72519.01,66,2655,18,31,3,2020,31,3,2020,15,4,2020,1970-01-01 06:43:51.658203140,0-15
1796,200769623,2020.0,1930832424.0,21035.23,66,3000,32,29,4,2020,29,4,2020,14,5,2020,1970-01-08 10:42:40.250000014,0-15
1797,200759878,2020.0,1930580441.0,6303.0,66,2386,31,28,2,2020,28,2,2020,3,5,2020,1970-01-02 16:20:28.796875003,0-15
1798,140106408,2020.0,2960629758.0,24332.532,66,2991,5,23,4,2020,24,4,2020,4,5,2020,1970-01-22 08:47:09.250000004,16-30
1799,200936373,2020.0,1930752673.0,106517.9,66,2652,18,6,4,2020,6,4,2020,21,4,2020,1969-12-31 02:27:37.554687521,
1800,200744019,2020.0,1930751198.0,50062.77,66,2792,18,5,4,2020,5,4,2020,20,4,2020,1970-01-05 07:26:37.500000020,0-15
1801,200762301,2020.0,1930768620.0,959.61,66,452,31,9,4,2020,9,4,2020,13,6,2020,1970-01-02 13:21:22.281250013,0-15
1802,140104409,2020.0,2960624368.0,52387.272000000004,66,1675,5,29,3,2020,2,4,2020,12,4,2020,1969-12-30 12:11:03.757812512,
1803,200353024,2020.0,1930689857.0,3310.38,66,737,36,24,3,2020,16,3,2020,8,4,2020,1969-12-30 05:12:16.546875008,
1804,200396637,2020.0,1930633684.0,52901.64,66,1639,28,9,3,2020,9,3,2020,8,4,2020,1969-12-26 16:12:11.562500008,
1805,200418007,2020.0,1930787546.0,27417.6,66,91,31,17,4,2020,17,4,2020,21,6,2020,1970-01-06 10:41:39.031250021,0-15
1806,200762301,2020.0,1930826517.0,93114.3,66,443,24,26,4,2020,26,4,2020,11,5,2020,1970-01-03 07:51:52.203125011,0-15
1807,200705372,2020.0,1930627722.0,62119.47,66,1014,18,11,3,2020,11,3,2020,26,3,2020,1970-01-02 19:07:50.984375026,0-15
1808,200769623,2020.0,1930778119.0,396.78,66,3004,32,13,4,2020,13,4,2020,28,4,2020,1970-01-04 10:39:49.125000028,0-15
1809,200353024,2020.0,1930761949.0,3596.62,66,734,36,8,4,2020,1,4,2020,24,4,2020,1969-12-29 20:14:21.046875024,
1810,200769623,2020.0,1930799517.0,943.12,66,2995,32,17,4,2020,17,4,2020,2,5,2020,1970-01-04 04:40:43.531250002,0-15
1811,200974851,2020.0,1930666824.0,3297.99,66,2319,18,18,3,2020,18,3,2020,2,4,2020,1969-12-31 08:29:23.589843752,
1812,200769623,2020.0,1930877806.0,325.02,66,2995,32,8,5,2020,8,5,2020,23,5,2020,1970-01-03 12:43:19.640625023,0-15
1813,200900909,2020.0,1930581781.0,858.73,66,2764,18,28,2,2020,28,2,2020,14,3,2020,1969-12-30 08:42:27.312500014,
1814,200769623,2020.0,1930717400.0,63035.4,66,3002,32,29,3,2020,29,3,2020,13,4,2020,1970-01-06 22:40:58.968750013,0-15
1815,200769623,2020.0,1930672201.0,1012.5,66,3000,32,20,3,2020,20,3,2020,4,4,2020,1970-01-05 02:38:55.343750004,0-15
1816,200762950,2020.0,1930837978.0,94283.78,66,1229,18,1,5,2020,1,5,2020,16,5,2020,1970-01-02 15:50:53.109375016,0-15
1817,200704045,2020.0,1930635774.0,17283.51,66,2257,18,11,3,2020,11,3,2020,26,3,2020,1970-01-02 17:34:04.609375026,0-15
1818,200769623,2020.0,1930878065.0,50992.43,66,3005,32,9,5,2020,9,5,2020,24,5,2020,1970-01-04 12:09:37.187500024,0-15
1819,200719300,2020.0,1930809941.0,18432.0,66,2772,26,24,4,2020,24,4,2020,14,5,2020,1970-01-03 04:12:10.859375014,0-15
1820,200820380,2020.0,1930685430.0,38166.64,66,2536,18,22,3,2020,22,3,2020,6,4,2020,1970-01-01 20:09:58.203125006,0-15
1821,200769623,2020.0,1930856316.0,3227.5,66,2997,32,5,5,2020,5,5,2020,20,5,2020,1970-01-04 19:44:01.656250020,0-15
1822,140104429,2020.0,2960626584.0,12998.796999999999,66,636,5,12,4,2020,14,4,2020,24,4,2020,1970-01-06 03:00:20.593750024,0-15
1823,200759878,2020.0,1930823938.0,31649.6,66,2385,32,26,4,2020,26,4,2020,11,5,2020,1970-01-03 08:21:55.109375011,0-15
1824,200769623,2020.0,1930690594.0,39980.57,66,3003,32,24,3,2020,24,3,2020,8,4,2020,1970-01-08 02:19:46.437500008,0-15
1825,200759878,2020.0,1930737322.0,29146.92,66,2394,32,4,4,2020,4,4,2020,19,4,2020,1970-01-03 05:17:20.796875019,0-15
1826,200792283,2020.0,1930655638.0,6272.27,66,2724,11,16,3,2020,16,3,2020,17,4,2020,1970-01-05 23:15:59.968750017,0-15
1827,200769623,2020.0,1930725148.0,15393.24,66,2996,32,31,3,2020,31,3,2020,15,4,2020,1970-01-07 13:51:38.125000015,0-15
1828,200769623,2020.0,1930751908.0,446.22,66,3002,32,6,4,2020,6,4,2020,21,4,2020,1970-01-03 08:45:41.640625021,0-15
1829,200769623,2020.0,1930779802.0,19609.14,66,2998,32,13,4,2020,13,4,2020,28,4,2020,1970-01-08 05:33:18.875000028,0-15
1830,140104440,2020.0,2960629372.0,49356.26499999999,66,2559,5,20,4,2020,21,4,2020,1,5,2020,1970-01-14 04:40:29.625000001,0-15
1831,200769623,2020.0,1930723957.0,25747.27,66,2999,32,2,4,2020,2,4,2020,17,4,2020,1970-01-08 02:32:06.687500017,0-15
1832,200769623,2020.0,1930683862.0,12268.72,66,2996,32,22,3,2020,22,3,2020,6,4,2020,1970-01-07 13:38:09.437500006,0-15
1833,200668077,2020.0,1930719486.0,26582.4,66,2919,9,3,4,2020,3,4,2020,13,4,2020,1970-01-17 22:07:28.375000013,16-30
1834,200705742,2020.0,1930688665.0,2374.15,66,844,19,24,3,2020,24,3,2020,27,4,2020,1969-12-28 06:29:45.812500027,
1835,200762950,2020.0,1930577321.0,50826.49,66,1231,18,27,2,2020,27,2,2020,13,3,2020,1970-01-03 01:50:04.265625013,0-15
1836,200786288,2020.0,1930738131.0,13852.17,66,918,24,4,4,2020,4,4,2020,19,4,2020,1970-01-07 07:52:17.562500019,0-15
1837,200744019,2020.0,1930822669.0,3031.94,66,2789,18,25,4,2020,25,4,2020,10,5,2020,1970-01-03 03:37:42.890625010,0-15
1838,100031704,2020.0,1930580832.0,108144.05,66,748,18,1,3,2020,1,3,2020,16,3,2020,1970-01-02 08:59:39.125000016,0-15
1839,200769623,2020.0,1930782959.0,18034.56,66,2995,32,15,4,2020,15,4,2020,30,4,2020,1970-01-07 13:38:39.312500030,0-15
1840,200752302,2020.0,1930670169.0,45098.62,66,1581,18,20,3,2020,20,3,2020,4,4,2020,1970-01-02 05:01:04.062500004,0-15
1841,200705742,2020.0,1930814577.0,3188.72,66,844,26,23,4,2020,23,4,2020,13,5,2020,1969-12-29 08:59:05.296875013,
1842,200769623,2020.0,1930879640.0,47556.5,66,3003,32,11,5,2020,11,5,2020,26,5,2020,1970-01-02 18:55:50.015625026,0-15
1843,200769623,2020.0,1930802226.0,355.93,66,3003,32,20,4,2020,20,4,2020,5,5,2020,1970-01-03 08:33:03.015625005,0-15
1844,140104409,2020.0,2960622254.0,4610.6759999999995,66,1672,5,26,3,2020,3,4,2020,13,4,2020,1970-01-04 11:10:57.250000013,0-15
1845,200704045,2020.0,1930855337.0,37178.54,66,2258,18,4,5,2020,4,5,2020,19,5,2020,1969-12-31 05:48:41.316406269,
1846,200769623,2020.0,1930723191.0,42988.18,66,2999,32,31,3,2020,31,3,2020,15,4,2020,1970-01-08 16:27:27.312500015,0-15
1847,200769623,2020.0,1930847688.0,13242.28,66,2999,32,3,5,2020,3,5,2020,18,5,2020,1970-01-07 21:25:23.250000018,0-15
1848,100021540,2020.0,1930825369.0,41543.75,66,1790,9,24,4,2020,24,4,2020,4,5,2020,1970-01-01 02:38:41.369140629,0-15
1849,140104429,2020.0,2960621408.0,41315.435,66,641,5,16,3,2020,18,3,2020,28,3,2020,1970-01-10 01:53:36.437500028,0-15
1850,200705742,2020.0,1930576842.0,15547.6,66,848,11,27,2,2020,27,2,2020,30,3,2020,1969-12-29 16:52:18.671875030,
1851,200762301,2020.0,1930629348.0,7901.99,66,449,24,11,3,2020,11,3,2020,26,3,2020,1969-12-31 11:34:52.441406276,
1852,100009932,2020.0,1991841227.0,32167.82,66,2753,55,16,3,2020,16,3,2020,15,4,2020,1970-01-02 11:50:11.085937515,0-15
1853,200769623,2020.0,1930624204.0,44686.42,66,3002,32,9,3,2020,9,3,2020,24,3,2020,1970-01-08 17:16:26.312500024,0-15
1854,200769623,2020.0,1930723065.0,16274.78,66,2995,32,1,4,2020,1,4,2020,16,4,2020,1970-01-05 18:12:04.031250016,0-15
1855,200230690,2020.0,1930599722.0,2672.36,66,739,36,4,3,2020,1,3,2020,24,3,2020,1969-12-30 05:32:47.375000024,
1856,200152991,2020.0,1930595973.0,1513.3,66,1418,26,3,3,2020,3,3,2020,23,3,2020,1969-12-31 09:03:16.753906273,
1857,200794332,2020.0,1930647562.0,36479.79,66,629,20,13,3,2020,13,3,2020,28,3,2020,1970-01-03 07:16:48.796875028,0-15
1858,100031704,2020.0,1930641400.0,105219.75,66,746,18,11,3,2020,11,3,2020,26,3,2020,1970-01-05 01:37:43.718750026,0-15
1859,200729290,2020.0,1930818642.0,60821.6,66,1584,18,24,4,2020,24,4,2020,9,5,2020,1969-12-28 08:28:21.437500009,
1860,100053763,2020.0,1991841451.0,4563.0,66,2919,55,9,4,2020,9,4,2020,9,5,2020,1970-01-23 10:50:44.125000009,16-30
1861,200799180,2020.0,1930616766.0,37329.07,66,2919,18,9,3,2020,9,3,2020,24,3,2020,1970-01-16 02:13:07.875000024,16-30
1862,200736337,2020.0,1930829633.0,3835.48,66,2735,18,1,5,2020,1,5,2020,16,5,2020,1970-01-01 15:49:07.289062516,0-15
1863,200769623,2020.0,1930575712.0,1164.87,66,2997,32,27,2,2020,27,2,2020,13,3,2020,1970-01-05 05:00:19.937500013,0-15
1864,200739534,2020.0,1930705237.0,105178.68,66,2043,18,25,3,2020,25,3,2020,9,4,2020,1969-12-29 00:03:32.953125009,
1865,200077943,2020.0,1930713401.0,71248.8,66,2919,18,31,3,2020,31,3,2020,15,4,2020,1970-01-16 02:43:28.250000015,16-30
1866,200769623,2020.0,1930622736.0,35178.44,66,2997,32,10,3,2020,10,3,2020,25,3,2020,1970-01-08 04:36:41.562500025,0-15
1867,200777735,2020.0,1930723362.0,7098.49,66,1975,18,2,4,2020,2,4,2020,17,4,2020,1969-12-26 09:22:55.500000017,
1868,200762301,2020.0,1930581608.0,30731.01,66,446,24,29,2,2020,29,2,2020,15,3,2020,1970-01-01 05:44:44.738281265,0-15
1869,200769623,2020.0,1930835857.0,3984.48,66,2996,32,29,4,2020,29,4,2020,14,5,2020,1970-01-07 13:21:34.187500014,0-15
1870,200769623,2020.0,1930709077.0,49025.82,66,3003,32,28,3,2020,28,3,2020,12,4,2020,1970-01-08 12:16:01.437500012,0-15
1871,200769623,2020.0,1930594113.0,66082.99,66,3005,32,4,3,2020,4,3,2020,19,3,2020,1970-01-07 04:59:55.937500019,0-15
1872,200769623,2020.0,1930796908.0,1414.69,66,2996,32,16,4,2020,16,4,2020,1,5,2020,1970-01-02 22:43:52.484375001,0-15
1873,140104409,2020.0,2960626047.0,61084.043999999994,66,1668,5,5,4,2020,7,4,2020,17,4,2020,1969-12-29 07:47:31.390625017,
1874,200769623,2020.0,1930751108.0,33101.38,66,3003,32,5,4,2020,5,4,2020,20,4,2020,1970-01-08 03:07:00.312500020,0-15
1875,200729290,2020.0,1930638438.0,11656.58,66,1584,18,12,3,2020,12,3,2020,27,3,2020,1970-01-01 07:55:11.988281277,0-15
1876,200020431,2020.0,1930859928.0,229.44,66,728,36,5,5,2020,1,5,2020,24,5,2020,1969-12-27 18:25:01.062500024,
1877,200726979,2020.0,1930675255.0,359.69,66,331,18,20,3,2020,20,3,2020,4,4,2020,1969-12-30 12:55:52.625000004,
1878,200759878,2020.0,1930622829.0,3191.4,66,2393,31,9,3,2020,9,3,2020,13,5,2020,1969-12-31 18:54:47.582031263,
1879,200772670,2020.0,1930669794.0,7587.35,66,191,46,18,3,2020,18,3,2020,2,4,2020,1970-01-03 09:43:19.796875002,0-15
1880,200776463,2020.0,1930780690.0,131751.56,66,1574,18,13,4,2020,13,4,2020,28,4,2020,1969-12-28 19:34:21.375000028,
1881,200799367,2020.0,1930872192.0,81354.5,66,1830,18,7,5,2020,7,5,2020,22,5,2020,1969-12-28 13:58:52.937500022,
1882,200759878,2020.0,1930740014.0,32698.8,66,2393,32,4,4,2020,4,4,2020,19,4,2020,1970-01-03 09:28:23.671875019,0-15
1883,200353024,2020.0,1930606646.0,8224.26,66,733,33,5,3,2020,1,3,2020,8,3,2020,1969-12-29 17:35:06.640625008,
1884,200726979,2020.0,1930637739.0,476.92,66,330,18,12,3,2020,12,3,2020,27,3,2020,1969-12-30 23:20:53.132812527,
1885,140104440,2020.0,2960626405.0,55272.119,66,2559,5,2,4,2020,3,4,2020,13,4,2020,1969-12-31 21:04:41.200195325,
1886,200759878,2020.0,1930756203.0,125908.33,66,2389,63,8,4,2020,8,4,2020,23,5,2020,1970-01-01 15:14:46.222656273,0-15
1887,200711029,2020.0,1930750176.0,2267.39,66,3030,18,8,4,2020,8,4,2020,23,4,2020,1970-01-09 19:42:19.687500023,0-15
1888,200752302,2020.0,1930740344.0,65594.97,66,1581,18,5,4,2020,5,4,2020,20,4,2020,1969-12-28 15:44:50.031250020,
1889,200418007,2020.0,1930802768.0,24960.0,66,89,18,21,4,2020,21,4,2020,6,5,2020,1970-01-01 14:27:44.800781256,0-15
1890,200020431,2020.0,1930605345.0,3478.16,66,719,36,5,3,2020,1,3,2020,24,3,2020,1969-12-29 12:13:25.546875024,
1891,140104340,2020.0,2960624307.0,6760.446,66,577,5,24,3,2020,26,3,2020,5,4,2020,1970-01-05 12:39:47.406250005,0-15
1892,200726979,2020.0,1930752466.0,190.38,66,327,18,3,4,2020,3,4,2020,18,4,2020,1970-01-01 01:03:30.327880877,0-15
1893,200769623,2020.0,1930726931.0,46660.46,66,3005,32,1,4,2020,1,4,2020,16,4,2020,1970-01-03 03:14:51.171875016,0-15
1894,200769623,2020.0,1930798083.0,61.29,66,2998,32,19,4,2020,19,4,2020,4,5,2020,1970-01-03 10:51:30.765625004,0-15
1895,200780383,2020.0,1930584882.0,154565.53,66,1866,18,1,3,2020,1,3,2020,16,3,2020,1969-12-27 05:14:09.125000016,
1896,2013,2020.0,1930570342.0,14360.96,66,1530,65,27,2,2020,27,2,2020,27,2,2020,1970-02-10 20:48:06.500000027,31-45
1897,100031704,2020.0,1930789449.0,74794.5,66,755,18,15,4,2020,15,4,2020,30,4,2020,1970-01-03 22:48:22.015625030,0-15
1898,200592182,2020.0,1930690496.0,7749.38,66,730,34,25,3,2020,16,3,2020,26,3,2020,1969-12-29 16:27:40.109375026,
1899,200744019,2020.0,1930653687.0,4970.2,66,2790,18,16,3,2020,16,3,2020,31,3,2020,1970-01-05 21:46:25.218750031,0-15
1900,200769623,2020.0,1930692365.0,37995.86,66,3002,32,25,3,2020,25,3,2020,9,4,2020,1970-01-08 15:20:58.375000009,0-15
1901,200726979,2020.0,1930779467.0,442.2,66,328,18,13,4,2020,13,4,2020,28,4,2020,1969-12-31 18:35:27.386718778,
1902,140105847,2020.0,2960630524.0,2992.0799999999995,66,1136,5,24,4,2020,25,4,2020,5,5,2020,1970-01-09 07:26:19.937500005,0-15
1903,200769623,2020.0,1930855633.0,4766.39,66,2999,32,5,5,2020,5,5,2020,20,5,2020,1970-01-07 20:55:19.312500020,0-15
1904,200769623,2020.0,1930664202.0,3228.13,66,2999,32,17,3,2020,17,3,2020,1,4,2020,1970-01-03 13:41:13.203125001,0-15
1905,200290370,2020.0,1930683797.0,13824.0,66,235,18,25,3,2020,25,3,2020,9,4,2020,1970-01-04 14:13:35.531250009,0-15
1906,200794332,2020.0,1930725446.0,8793.09,66,635,20,2,4,2020,2,4,2020,17,4,2020,1969-12-31 16:00:39.507812517,
1907,200418007,2020.0,1930843446.0,1640.82,66,91,18,3,5,2020,3,5,2020,18,5,2020,1970-01-01 02:25:50.864257830,0-15
1908,200707822,2020.0,1930776844.0,80483.28,66,2229,18,11,4,2020,11,4,2020,26,4,2020,1969-12-29 23:16:19.140625026,
1909,200752302,2020.0,1930608147.0,96021.62,66,1588,18,7,3,2020,7,3,2020,22,3,2020,1969-12-28 12:34:55.468750022,
1910,200230690,2020.0,1930600002.0,1016.76,66,730,36,4,3,2020,1,3,2020,24,3,2020,1969-12-29 09:54:25.546875024,
1911,200726979,2020.0,1930780220.0,298.62,66,334,18,13,4,2020,13,4,2020,28,4,2020,1969-12-31 20:19:46.949218778,
1912,200772670,2020.0,1930657232.0,292.79,66,183,31,16,3,2020,16,3,2020,20,5,2020,1970-01-01 05:46:55.230468770,0-15
1913,200799367,2020.0,1930660496.0,23362.19,66,1834,18,23,3,2020,23,3,2020,7,4,2020,1970-01-03 06:10:07.890625007,0-15
1914,200936373,2020.0,1930708758.0,154972.96,66,2652,18,26,3,2020,26,3,2020,10,4,2020,1969-12-31 01:44:53.640625010,
1915,200230690,2020.0,1930808513.0,4069.05,66,737,33,21,4,2020,16,4,2020,23,4,2020,1969-12-29 10:57:02.265625023,
1916,200769623,2020.0,1930808707.0,9295.29,66,2997,32,22,4,2020,22,4,2020,7,5,2020,1970-01-07 16:37:00.250000007,0-15
1917,200793568,2020.0,1930726880.0,49134.73,66,2654,18,31,3,2020,31,3,2020,15,4,2020,1970-01-04 23:16:10.468750015,0-15
1918,140104225,2020.0,2960622531.0,66282.993,66,2429,5,20,3,2020,20,3,2020,30,3,2020,1969-12-29 13:56:00.093750030,
1919,200769623,2020.0,1930577624.0,18107.65,66,3005,32,29,2,2020,29,2,2020,15,3,2020,1970-01-08 10:33:06.625000015,0-15
1920,200782001,2020.0,1930674649.0,57249.4,66,1126,18,23,3,2020,23,3,2020,7,4,2020,1970-01-01 10:09:22.199218757,0-15
1921,200726979,2020.0,1930658318.0,9222.81,66,327,18,18,3,2020,18,3,2020,2,4,2020,1970-01-01 21:57:51.156250002,0-15
1922,200743123,2020.0,1930799195.0,16818.28,66,1590,18,21,4,2020,21,4,2020,6,5,2020,1970-01-01 18:52:44.289062506,0-15
1923,200729290,2020.0,1930759999.0,28485.01,66,1584,18,8,4,2020,8,4,2020,23,4,2020,1970-01-02 08:43:25.437500023,0-15
1924,200782669,2020.0,1930858165.0,21520.88,66,2702,18,4,5,2020,4,5,2020,19,5,2020,1970-01-02 02:53:53.812500019,0-15
1925,200706844,2020.0,1930718951.0,42607.76,66,3069,18,31,3,2020,31,3,2020,15,4,2020,1970-01-12 02:23:51.687500015,0-15
1926,200796637,2020.0,1930691338.0,48735.45,66,2919,18,24,3,2020,24,3,2020,8,4,2020,1970-01-15 20:21:58.500000008,0-15
1927,200353024,2020.0,1930879090.0,3193.86,66,739,36,8,5,2020,1,5,2020,24,5,2020,1969-12-29 16:40:22.390625024,
1928,200780825,2020.0,1930794508.0,11988.61,66,2749,18,16,4,2020,16,4,2020,1,5,2020,1970-01-01 09:12:47.550781251,0-15
1929,200769623,2020.0,1930773606.0,20050.72,66,3004,32,10,4,2020,10,4,2020,25,4,2020,1970-01-07 20:21:08.687500025,0-15
1930,200726979,2020.0,1930751839.0,63.46,66,325,18,5,4,2020,5,4,2020,20,4,2020,1970-01-02 10:04:24.031250020,0-15
1931,200769623,2020.0,1930713823.0,1991.84,66,3002,32,28,3,2020,28,3,2020,12,4,2020,1970-01-05 17:10:05.093750012,0-15
1932,200769623,2020.0,1930619126.0,478.73,66,3005,32,6,3,2020,6,3,2020,21,3,2020,1970-01-03 13:46:04.453125021,0-15
1933,200793568,2020.0,1930760314.0,1384.72,66,2653,18,7,4,2020,7,4,2020,22,4,2020,1969-12-30 12:58:08.875000022,
1934,200762301,2020.0,1930723688.0,15451.77,66,448,24,31,3,2020,31,3,2020,15,4,2020,1970-01-01 20:52:09.023437515,0-15
1935,200769623,2020.0,1930749608.0,1792.66,66,3001,32,5,4,2020,5,4,2020,20,4,2020,1970-01-07 04:41:22.500000020,0-15
1936,200780383,2020.0,1930664890.0,89400.31,66,1874,18,17,3,2020,17,3,2020,1,4,2020,1969-12-31 10:27:13.652343751,
1937,100030964,2020.0,1930642801.0,25225.2,66,1989,18,12,3,2020,12,3,2020,27,3,2020,1969-12-28 09:29:40.750000027,
1938,200785971,2020.0,1930844390.0,3005.74,66,2720,18,1,5,2020,1,5,2020,16,5,2020,1969-12-29 14:10:10.609375016,
1939,200132251,2020.0,1930833419.0,123.3,66,2919,18,1,5,2020,1,5,2020,16,5,2020,1970-01-10 17:12:20.187500016,0-15
